title,text_review
Достоинства: ,Не лагает. При правильной начальной раскачки держит до 4х дней
Недостатки: ,"Прошивка. Не критично, но кое где проскакивает анг. текст."
Комментарий: ,"Перешел с iPhine 5s. Достало его постоянно подзаряжать. Тут я 3-4е дня хожу без выключенной геолокации, wifi и т.п., да вообще ни чего не отключаю. Ночью пока сплю он садится максимум на 1%. iPhone мой мог с полностью отключенными функциями разрядиться за 8мь часов. Выкинул его в окно!"
Достоинства: ,"Дизайн, материалы, экран, батарея, цена конечно, отсутствие быстрой зарядки, miui допилненный глобальный обновляется по воздуху, современный эгергоэффективный процессор на 14 нм. разрешение экрана"
Недостатки: ,"Отсутствие NFC, за эту цену глупо было ожидать конечно, камера, ну тут тоже к цене. Плохие чехлы в Москве по космическим ценам, лечится через Алиэкспресс."
Комментарий: ,"Бомбический телефон. Купил в Москве за 8900. В игры не играю, попугаев с МГц не считаю. Наличие современного бюджетного процессора на 14 гм радует,  не греется. Для серфинга, мессенджеров, звонков, навигации ( важно, чтобы телефон весь день протянул, пока на велосипеде плутаю бревет или покатушку) подходит отлично. Отсутствие быстрой зарядки записал в плюс, т.к. считаю что увелиние тока выше номинального, губительно влияет на ресурс батареи. Маркетинг чтоб его.
Телефон выглядит солидно, эгергоэффективен и не жалко потерять, испортить."
Достоинства: ,"Процессор, оперативная память 3 гига, размер экрана, дизайн, телефон хорошо лежит в руке; камера довольно неплохая; аккумулятор держит очень долго, даже при активном пользовании; MIUI 8, сканер отпечатков пальцев."
Недостатки: ,"Поверхность корпуса очень легко пачкается и царапается; 
Рамки вокруг экрана до безобразия большие (что, кстати, можно легко исправить, заказав на Али защитное стекло с рамками под цвет телефона:) ;
Мало аксессуаров в Москве."
Комментарий: ,"Замечательный аппарат за свои деньги. Работает долго, благодаря мощной батарее. Очень быстрый, не тормозит. Сканер моментально реагирует на палец.
Фотографии при хорошем освещении получаются круто, особенно если покрутить настройки. Телефон в целом безумно радует, невзирая на то, что пару раз уже ""поцеловался"" с асфальтом (что привело к незначительным царапинам и вмятинке). Так что советую сразу заказать чехол и пленку/стекло, если вы обладаете такими же ""прямыми"" руками как у меня. :))"
Достоинства: ,"- Отлично держит батарею
- Объективно хорошая камера (перелез на этот телефон с Xperia Z3 Compact, как небо и земля)
- Хватает памяти, шустрый интерфейс за счет быстрого процессора
- Крепкий и не маркий корпус, хорошее стекло экрана (не царапается)"
Недостатки: ,"- отсутствует подсветка сенсорных клавиш (в темноте неудобно)
- не очень нравится интерфейс MIUI
- пара китайских приложений, вписанных как ""системные"", из-за чего их нельзя удалить. Думаю прошить телефон альтернативной прошивкой."
Комментарий: ,"За цену менее 10к рублей получил отличный телефон, на уровне мировых флагманов (и обгоняя некоторые), но в 4-5 раз дешевле. 
Рекомендую."
Достоинства: ,"Долго живет: батарея 4100 мАч + оптимизация MIUI творят чудеса)
Шустро работает.
Внешне симпатично смотрится.
Низкий ценник при хорошем качестве."
Недостатки: ,"Нет официальной глобальной прошивки пока.
С магазина сразу обычно стоит наполовину переведенная прошивка,
пришлось самому прошивать кастомную.
Если нет проблем с английским, можно и на официальной китайской сидеть."
Комментарий: ,"Раньше пользовался Redmi Note 3 Pro 3/32. Замеры не проводил, но субъективно почти такая же батарейка там жила заметно меньше при том же режиме использования. Связано это скорее всего с тем, что у Redmi 4 Pro экран поменьше и процессор послабее(60000 против 74000 в Antutu). В обычном режиме эта разница в производительности не заметна - интерфейс работает быстро и без лагов.
Очень хороший телефон за свои деньги."
Достоинства: ,"Монолитная сборка, тактильные ощущения и общая эргономичность. Производительность заметно выше средней, которой хватит на год-полтора. 80% игр на ультрах летают. Про приложения и говорить не стоит. Автономность. При активном использовании зарядка раз в полтора-два дня. И, учитывая ёмкость батареи, она довольно шустрая (~2 часа). Связь с сетями отличная, часто на 1 деление больше чем в других аппаратах. MIUI. Как убеждённый пользователь голого андроида был скептически настроен. Но, проведя нехитрые манипуляции, остался более чем доволен. Очень много приятных и удобных мелочей."
Недостатки: ,"Только если абстрагироваться от стоимости. Камера в условиях слабой освещенности безбожно зернит и мылит. С видео (в частности записью звука) дела обстоят ещё хуже. Но проблема решаема при умении ковыряться в root. Экран (матрица EBBG). В некоторых изображениях заметны градиенты. Автоматическая регулировка яркости часто промахивается. Вход для наушников сверху, а значит прямой штекер противопоказан из соображений удобства и долговечности. Некоторые фирменные приложения MIUI кривоваты. И сама система требует манипуляций для комфортного пользования. Но по мне возможность тонкой кастомизации скорее плюс."
Комментарий: ,"Идеальное соотношение цена/качество и очень приятное первое знакомство с техникой из поднебесной. Покупался как срочная замена утерянному гуглофону. Сомневался до последнего, а в итоге аппарат избавил от скептицизма​ по отношению к китайским брендам."
Достоинства: ,"достоинств действительно много. батарея, экран, отпечаток пальца, тач, да много всего."
Недостатки: ,"камера, вибро слабовато."
Комментарий: ,"у меня модель 17 года, сравниваю с айфоном 5s. Купил его как второй телефон для работы, в итоге айфон лежит на полке уже месяц и доставать его от туда желания нет. Батарея держит 2 дня при активном пользовании легко ( айфону и не снился такой результат).  сравнивал быстродействие с 5м и 6м яблоком, оба провалили тест. Андроид с плей маркетом - океан бесплатных возможностей по сравнению с ограниченной IOS. Цена 10500 - тут нет аналогов. Если камера не важна, а нужна батарея, связь, интернет - однозначно брать. Телефон бомба."
Достоинства: ,"Оооочень приличная автономность, если не самая лучшая среди смартфонов...
Качество связи, дисплей full HD, сканер отпечатка пальца,качественная сборка,металлический корпус."
Недостатки: ,"Разве что внешний динамик, он не очень громкий и звук из него очень средненький, и камера средненькая, но не плохая."
Комментарий: ,"Искал себе телефон с хорошей автономностью и не плохой производительностью  и я его нашёл . Покупкой доволен как слон.
Изначально знал что русскоязычная прошивка выйдет только в феврале -марте 2017, но для меня англ язык - не помеха."
Достоинства: ,"Цельнометаллический, единственная деталь помимо стекла - на задней поверхности в области антенны пластик, внешне неотличимый от металла.
Быстрейшая разблокировка отпечатком пальца.
Заряд держит 2+ дня."
Недостатки: ,"ещё не нашел.
Опыта использования и царапин на корпусе прибавилось (есть даже вмятины) а раздражения или, хотя бы, нареканий к аппарату нет"
Достоинства: ,"К плюсам этого телефона можно отнести:
1. Емкую батарею. Я бы сказал,  что очень емкую.  При активном использовании заряда хватает 2 дня: постоянно What'sApp,  Instagram, звонки,  просмотр видео (с ватсапа), немного не требовательных к железу игр. 

2. Оболочка MIUI. Пересел сюда с Айфона. Минусов нет. Одни плюсы.  

3. Внешний вид. Это конечно достаточно субъективный фактор,  но мне нравится.  Достаточно брутально и по-мужски крепко сбитый телефон. 

4. Железо. Оператива и память -  их хватает с лихвой. 

5. Возможность вставить карту памяти. Считаю это большим плюсом.  А также возможность подключения через OTG -  это вещь. 

6. Цена! В Хабаровске с официальной глобальной прошивкой купил за 11800! Думаю в этом ценовом сегменте конкуренты нервно курят в сторонке. "
Недостатки: ,"А теперь ложка дёгтя: камера - в солнечную погоду неплохо, то есть для инстаграма сойдёт. Но в вечернее время - лучше ею не пользоваться. Тот же Айфон 5s справляется гораздо лучше, хотя и старее намного. "
Комментарий: ,"Общие впечатления от пользования телефоном - очень и очень хорошие. Так что кому нужен девайс с реально хорошей батареей,  удобным интерфейсом и без тупежа - это очень достойный вариант.  "
Достоинства: ,"Дизайн, черт он прекрасен среди кучи однотипных телефонов.
Прекрасная эргономика.
Отличный звук.
Батарея, в активном пользовании мне хватает ее на целый день (одна серия игры престолов пока еду на работу, потом музыка целый день, общение (телеграмм, ватсапп, ВК.), Игры в обеденное время (WoT примерно полчаса) и YouTobe, одна серия игры престолов пока еду домой).
То как он ловит сеть."
Недостатки: ,"Камера, программно из нее не выдавил производитель то что бы мог, все решается установкой кастомной прошивки.
Греется в играх и фильмах,  порой очень ощутимо. (Вернулся на официальную прошивку так как на форуме сказали что это пификсили в последней версии, обновился и действительно стал меньше греться советую установить MIUI 9 (камера стала кстати снимать немного лучше)."
Комментарий: ,"Он черт возьми прекрасен.
Не жалею о приобретении.
Покупайте, удовольствие от приобретения у вас ещё долго не пройдет."
Достоинства: ,"Привлекательный внешне, черно-серый корпус - супер, отличное разрешение, быстродействие, отзывчивость тачскрина, акк.4100 mA(!), инет 4g и WiFi летает. Заряда хватает на 2-3 дня(!) : человек мало говорит, зато много сидит в инете, поэтому 3 дня это МЕГАКРУТО! Вместо карты памяти можно вкрячить вторую SIM !"
Недостатки: ,"Со вспышкой камера снимает никак, но м. б. это из за силиконового чехла."
Комментарий: ,"Кому подарил - доволен очень, это лучший гаджет за 10-11 тр, имхо, который имеет одинаково хороший и вн.вид и начинку и удобство в руке, да и 3 гБ оперативки и проц. хороший, и память встр. 32 гБ + слот. Служит с 20-х чисел декабря 2016 г."
Достоинства: ,"1. Хорошо подобранное, сбалансированное ""железо""
2. Сочетание емкого аккумулятора и умеренного токопотребления - в режиме ""в хвост и в гриву"" хватает на день с запасом.
3. Качество материалов и сборки очень хорошее
4.  MIUI. Хотя для кого-то это может быть и недостатком
5. Цена более чем доступна, учитывая сумму параметров"
Недостатки: ,"1. ""Модный"" экран 2.5D. Сильно уменьшается живучесть при падении плашмя вниз экраном, так как отсутствуют бортики корпуса, которые приняли бы на себя удар.
2. Средненькая камера. Хотя в бюджетном сегменте и не ждешь суперфото, так что все в пределах нормы.
3. На глобальной прошивке 8.1.2.0 при некоторых условиях происходила самопроизвольная перезагрузка. Вылечилось установкой прошивки 8.2.1.0
4. Комбислот для SIM/SD карты, то есть одновременно 2 СИМки и карту памяти без ухищрений не поставить. Для меня неактуально, но кого-то может разочаровать."
Комментарий: ,"Куплен взамен умершей Sony Xperia M4. Кроме отсутствия водозащиты принципиальных (для меня) недостатков не замечено. Плюсов же очень много, так что смело рекомендую."
Достоинства: ,"Размер экрана, цветопередача, ёмкая батарея, достаточно шустрый процессор."
Недостатки: ,"Через три недели обнаружил три мелких царапины на экране, камера не для съёмок в ночное время - но в принципе вполне сносно фоткает , если не гнаться за профессиональным качеством фото, надо близко подносить ко рту , чтобы тебя слышал собеседник."
Комментарий: ,"Предыдущий смартфон нокиа люмия 730 в начале был совсем неплох - амолед дисплей, камера неплохая,отлично ловит связь и естественно отличная слышимость собеседника, удобный в использовании виндоус. Было одно большое ""но"" - 1 гб оперативки и отсутствие у майкрософта нормального клинмастера из-за чего возникала катастрофическая нехватка памяти. В игры не играю но в ватцапе общаюсь много и он просто бесил постоянными вылетами этого приложения и отказом проигрывания видео. 
 У брата редми 3с уже пол года и он активно его использует как в инете , так и поиграть любит - посоветовал ему тогда взять. Глядя ,как он им доволен решился и свой обновить смартфон за приемлемую сумму. Пересмотрел кучу роликов с ютуба про смартфоны и решил взять 4про(3/32) - в серочёрном цвете. Его отличие от редми3с - получше процессор,дизайн чуть симпатичнее, расположение динамиков с низу и корпус с огранкой,если выбирать , то точно 4про за оч маленькую переплату и обязательно клеить стекло/плёнку. Все функции работабт быстро - отпечаток на пару пальцев реагирует моментально без глюков. Он стоит своих денег и в не конкуренции в сравнении с аналогами цена/качество. При переходе с амолед дисплея на ипс переживал за худшую цветопередачу , но напрасно - всё оказалось отлично и при том что габариты люмии и ксиоми практически совпадали - экран у про4 был чуть больше! и имеется функция вечернего использования(цвета  становятся более тёплого оттенка-слегка желтоватые)."
Достоинства: ,"Автономность, хороший экран, монолитный корпус"
Недостатки: ,"Совмещенный слот, камера средняя"
Комментарий: ,"Отличная модель, очень нравится! Автономность, MIUI, экран, память, свежий процессор - все это на высоте!
Но совмещенный слот для карт выбешивает. Покупал с прицелом сделать ""бутерброд"", т.к. пользую 2 симки, но пока руки не дошли...
Камера могла бы быть и получше, но теплится надежда, что ее допилят с ледующих обновлениях."
Достоинства: ,"Недели три назад купил Xiaomi Redmi 4 Pro. Всё работает прекрасно и без нареканий. Телефон оригинальный. Металлический корпус. Для данных характеристик цена более, чем уместная. К тому же все они совпадают с реальными. Не тормозит, батарею держит при умеренном использовании около 2 дней. Хорошие камеры. Памяти хватает на всё."
Недостатки: ,"За время использования недостатков практически не обнаружил. Единственное, что слегка не понравилось, это то, что корпус металлический, а из-за этого сильно нагревается при серьёзном использовании."
Комментарий: ,"Данный телефон стоит своих денег, в этом я уверен. Да и в принципе марка Xiaomi очень неплохая, и не смотря на не высокие цены вы получаете смартфон со флагманскими характеристиками, который будет работать и не подведёт вас."
Достоинства: ,Цена!Огроомный Аккумулятор!
Недостатки: ,"Да какие недостатки?Нет их за эту цену!только придирки,которые будут у каждого свои."
Комментарий: ,"У меня модель 17ого года с тонкими рамками и человеческой прошивкой,но мне не нравится в нём то,что спереди он белый,а сзади золотой,старый выглядел куда лучше в едином цвете,но не суть.Работает отлично за счёт процветания и 3гб ОЗУ,но андроид всё-равно сжирает 1.4 из 3х гигов,что конечно не особо радует,но это особенность андроида...В общем это всё придирки.В реальности это лучший аппарат в данном ценовом сигменте.Аккумулятор вообще поражает!Мне хватает на 3 дня,ещё и остаётся в районе 20%!Отличная трубка,явно не пожалеете в её приобретении,конечно,если подойдёт к нему с умом!"
Достоинства: ,За эту цену просто прекрасный аппарат
Недостатки: ,почему-то не видит старые наушники. Другие телефоны эти наушники видят. Но с новыми все нормально
Комментарий: ,Доволен
Достоинства: ,"Дизайн,сочные цвета экрана,датчик пальца,быстродействие."
Недостатки: ,"за такие деньги почти нет, 3 дня назад погас, но при нажатии у длительном удержании всех кнопок ожил"
Комментарий: ,"Это мой второй Андроидфон. После 3х недель юзания (связь, и-нет, аудио-видео, немного фото и gps) позволю вставить свои 5 коп.:
1) О связи. Уровень приёма на высоте. Звук в динамике громкий и чёткий, на ""той стороне"" тебя слышат отлично. Есть вопросы по приему данных. На Мегафоне  на 4G&3G сигнале - без вопросов, а вот на 2G(E), даже на Opera Mini, лёгкие текстовые сайты часто не загружаются.
2) Прошивка и быстродействие. Сам за 5 мин. перешёл на полностью русифиц-ную версию 8.1.2.0 - ощутил улучшение звука в наушниках и качества записи диктофона.
Всё летает, однако для профи замечу, что из 3х Гигов  система кушает при закрытых приложениях обычно 1,5 (при перезагрузке - 1,3). 
3) Звук. Родной аудиоплеер - отстой, советую не пожалеть 79р. и установить PowerAmp (есть б/пл врем. проб. версия). При прослушивании через какое-то время в звучании появляются помехи наподобие микропауз, звук спотыкается. Скорее всего - по вине какого-то чипа, излечивается перезагрузкой. Динамики внешние достаточно громкие, звук вызова ухо не режет. Однако, например, при просмотре фильма без наушников в шумном месте звук ""уходит"" вправо и слышишь урывками. Приходиться ладонью проецировать звук на себя и слышимость заметно улучшается.
4) Фото. В темноте не снимал, на свету фотки неплохие по автонастройкам, сам применил пока фишку ""лёд"" при сьёмке ледовых скульптур - получилось интересно.
При сьёмке с ЖК экрана компа на работе (схемы ж/д станций) все видно четко до мелочей с первого фото без всяких пересьёмок. 
5) Геотаг. По проге РЖД GPS - поиск долговат (в течение минуты), однако спутников находит много (до 30) и определяет точно (пикеты совпадают), расстояние до с-фора практически совпадает с САУТом, чего не было на планшете Galaxy GT-N8000.
Вывод: если вам нужен хороший смарт без накруток и понтов, который не жалко  взять на суровую реальную работу, брякнуть, поцарапать и т. д. - то это ваш вариант."
Достоинства: ,"-Цена
-Производительность 
-Размеры (ОЧЕНЬ хорошо лежит в моей руке. Пробовал и 5,5 дюймовые держать, тоже бы устроило, но это.....конфетка :))
-Дизайн
-Сочная картинка (fhd матрица)
-Звук внешний - динамики ВНИЗУ, а не на задней крышке (хотя чуток бы погромче и понасыщеннее был, было бы вообще супер)
-Звук в наушниках устраивает
-Камера основная (при дневном так вообще)
-Лоток для sim
-БАТАРЕЯ
-Плюшки всякие (ик-порт, возможность записывать телефонные разговоры (встроенная фича))
-Наличие глобальной прошивки 
- 3гб оперативы + 32гб встроенной
- Диктофон хорошо пишет"
Недостатки: ,"-Вибрация (это не такой явный минус, но вибромотор какой то странный. вроде есть, но кажется хлипковатым что ли, хотя мб это мне кажется. на 7 айфоне тоже хрень какая то, если честно, эта аля-кнопка с отдачей. по крайне мере это мне сразу бросилось в глаза)
-Странный алгоритм работы телефона в плане оперативки. Не зря ее здесь 3гб. С 2гб даже и не берите) Свободная остается, но не так чтобы и много, если много чего запустить и установить
-Не подсвечиваются сенсорные кнопки (некритичный минус), но, ребят, лучше б они подсвечивались :)
-Встроенная функция записи разговоров (звук так себе). Возможно, стороннее ПО решает проблему, ибо диктофон хорошо пишет)"
Комментарий: ,"Купил отцу в подарок на др на замену его древней третьей галактики (samsung galaxy sIII - экран 4,8 дюйма), которая к слову говоря, уже кричит ""Поменяйте меня!"" (сам перезагружается, быстро разряжается, тупит, да и просто, как прошлый век). Необходим был бюджетный телефон с нормальными параметрами и удобствами (без заморочек и при этом хороший вариант). ОЧЕНЬ много обзоров читал, смотрел на youtube. За стоимость от 10к до 12к вариантов то реально меня устраивающих оказалось то и немного.

К слову говоря, мой отец посредственный пользователь: звонилка, смс, камера (несколько раз в одну-две недели ей пользуется наверное или при необходимости), навигатор, редко браузер. Если что-то и забыл, то это  мелочь. Вы скажете, что купил бы ему за 8к аппарат при таких потребностях. НО...шлак всякий не нужен. Нужна хорошая автономность, неплохой звук, более менее нормальная камера за эти деньги (10-12к), шустрый, симпатичный, современный. Из всех вариантов остались meizu m5 note, meizu m3e и Xiaomi Redmi 4 Pro. Желательно черный. Из этих трех выбрал Xiaomi. Вписался в бюджет (за 12 аппарат + чехол), автономность лучше, 5 дюймовый, у отца пальцы немного поменьше, а значит удобнее, звук неплохой. Мб мне телефоны meizu нравятся больше (они дороже), но по совокупности всех запросов это идеальный смарт."
Достоинства: ,"1) Скорость работы
2) Аккумулятор
3) Двойные приложения и второе пространство
4) Оболочка Xiomi
5) Сканер отпечатка пальца
6) Очень порадовал фотик
7) Встроенное приложение ""Безопасность"""
Недостатки: ,"Сложно это назвать недостатком, но телефон настолько качественный (металлический корпуск, качественное стекло), что не хочется его прятать в чехлы/бамперы и силикон. Жалко поцарапать. Его очень приятно держать в руках. Если вставлять в чехол получается небольшая котлета. Пока решил так: дома работать с ним без чехла. А на улицу закидывать его в чехол."
Комментарий: ,"1) Скорость работы - телефон очень шустрый. Прямо очень. Десятки открытых приложений, синхронизация, уведомления.

2) Аккумулятор - приобрел телефон 02 февраля, из коробки было 18%, проработал около суток. Зарядил на следующий день 03 февраля до 100%. Сейчас пишу отзыв 05 февраля - аккумулятор 56%. Хотя вчера 3 часа смотрел YouTube, устанавливал и тестил кучу приложений (не игры).

3) Двойные приложения и второе пространство - возможность создавать дубль приложений и устройств. Вы можете создать по-сути второе приложение (вконтакте, instagram и тд.) и использовать его будто Вы работаете с другого устройства, в другом аккаунте. Второе пространство - аналогичный принцип, только вместо приложений Вы можете создавать отдельный телефон внутри телефона. Звучит странно, но функция очень интересная, о ней мало кто пишет и говорит. По-сути Вы можете создать 2 пространства: одно, например, для работы, второе для личной жизни. В каждое пространство можно установить разные приложения, обои, разные настройки. На мой взгляд, это инновация!

4) Оболочка Xiomi. Многие писали, что им не нравится оболочка Xiomi, в том числе мой старый знакомый говорил, что любит ""родной"" интерфейс Android. А мне наоборот очень понравилась оболочка. Во-первых, она оптимизирована под железо и все приложения; Во-вторых, она мне в целом понравилась - и иконки, и описания, и настройки. Если вкратце, то оболочка похожа на iOS, где все приложения находятся сразу на рабочих столах.

5) Сканер отпечатка пальца. Быстро и удобно получается выводить телефон из сна. Сканер находится на обратной стороне телефона.

6) Очень порадовал фотик. Если честно, не ожидал. Кто-то пишет, что фотик не очень, но фото и видео отличные даже в домашних условиях.

7) Встроенное приложение ""Безопасность"" - умная штука от Xiomi. Помогает экономить аккумулятор, удаляет кэш и прочий мусор, проверяет файлы на вирусы, также можно создать черные списки для входящих звонков."
Достоинства: ,"Цена, экран, быстродействие, качество сборки, аккумулятор, связь"
Недостатки: ,"(скорее придирки): звук, камера"
Комментарий: ,"Пользуюсь аппаратом более двух месяцев, купил в черном цвете за 11700 (хотел именно черный). Сразу хочу сказать, что я получил за свои деньги гораздо больше, чем может ожидать обычный русский потребитель.
Для начала опишу все недостатки, чтобы потенциальные покупатели понимали, какой продукт они могут приобрести. 
-Самым серьезным минусом для меня стало то, что через 10 дней после покупки телефон выключился и отказывался включаться, помог только запуск через сервисный режим. Такое происходило несколько раз, пока не обновилась прошивка. С новой прошивкой такого замечено не было. 
-Звук на максимальной громкости сильно хрипит и вообще становится сильно неприятным уху, в остальном всё в порядке. 
-Камера периодически при фотографировании различных бумаг, записей и тому подобного мажет так, что ничего не разобрать. Видимо, проблема в автоматическом выставлении выдержки. В остальном снимки получаются добротного качества, каких-либо сильных искажений не заметил.

Теперь буду хвалить.
-Экран просто превосходен. Даже говорить ничего не надо. Превосходное разрешение, яркость, цветопередача - все на высоте.
-Быстродействие. Думаю, что телефон мощнее 95% представленных на рынке моделей. За все время работы не было ни одного подвисания, дерганий при перелистывании рабочих столов. Требовательные к характеристикам игры идут без зависаний, ровно и плавно.
- В корпусе нет никаких зазоров, отходящих деталей и чего-либо из этой серии. Все аккуратно, кнопки нажимаются четко и понятно, все детали подогнаны ровно.
- Аккумулятор держит 1,75 дня при активном использовании (звонки, вотсапп, соцсети и интернет-серфинг, игры). На два дня растянется без особого труда.
- Хорошо ловит 4G, 3G почти постоянно. Единственное: до этого ходил с нокией 1280 - она ловила в метро почти везде. Этот в метро ловит почти нигде и непонятно, с чем это связано. Сим карта та же самая.
Вывод: за эти деньги - вряд ли найдете аппарат лучше. Рекомендую всем."
Достоинства: ,"Железо, экран, батарея"
Недостатки: ,Звук при звонке
Комментарий: ,"При звонке мелодия звонке похрипывает с период секунд 7. Пробовал и MP3 формата, и те, что по умолчанию. Пришел сдавать, попробовал еще один - то же самое. ( При этом просто так те же самые мелодии проигрываются без проблем. Похоже глюк прошивки. Брал в Воронеже в Фенко."
Достоинства: ,"Цена
Шустро работает
Батарея
Hardware привязка к mi-аккаунту. - после перепрошивки на офф китайскую версию (наши магазины продают с въетнамской версией прошивки и недопереводом) и заводской разблокировки - аппарат не отвязывается от mi-аккаунта. Полный вайп памяти, включая system и перепрошивка на русскую сборку не отвязали телефон. Что плюс к безопасности при краже."
Недостатки: ,"Самые большие заморочки из всех аппаратов от Xiaomi с перепрошивкой.
Камера хуже, чем в топовых линейках от xiaomi.
Недо 2.5D отнесу к недостаткам. Поскольку толковых плёнок/стёкол на всю поверхность пока не нашёл."
Комментарий: ,"Отличный аппарат за свои деньги. Сделал подарок отцу на ДР/НГ. После дня мучений и перепрошивки - получился прекрасный телефон за свои деньги.
Навигаторы летают. Телефон не тормозит. Экран Full HD. Памяти достаточно. Если надо - можно расширить. Батарея хороша."
